id,city_name,signup_os,signup_channel,signup_date,bgc_date,vehicle_added_date,first_completed_date,vehicle_make,vehicle_model,vehicle_year
53044,Porto Seguro,ios web,Paid,1/30/23,,,,,,
53045,Vila Rica,android web,Paid,1/29/23,,,,,,
53046,Porto Seguro,ios web,Paid,1/30/23,1/31/23,2/6/23,,Toyota,Prius V,2010.0
53047,Vila Rica,mac,Organic,1/21/23,1/22/23,,,,,
53048,Vale do Sol,android web,Paid,1/14/23,1/18/23,,,,,
53049,Vale do Sol,ios web,Organic,1/23/23,1/23/23,1/25/23,,Toyota,Prius,2008.0
53050,Porto Seguro,windows,Referral,1/13/23,1/14/23,,,,,
53051,Vila Rica,android web,Referral,1/4/23,1/6/23,,,,,
53052,Vale do Sol,ios web,Organic,1/23/23,1/27/23,1/30/23,,Honda,Accord,2015.0
53053,Vale do Sol,ios web,Paid,1/2/23,1/5/23,,,,,
53054,Vale do Sol,android web,Paid,1/7/23,1/10/23,1/12/23,,BMW,X5,2015.0
53055,Vale do Sol,android web,Referral,1/19/23,,,,,,
53056,Vale do Sol,android web,Organic,1/26/23,,,,,,
53057,Vila Rica,android web,Referral,1/1/23,1/1/23,,,,,
53058,Vale do Sol,windows,Referral,1/22/23,,,,,,
53059,Vale do Sol,android web,Referral,1/29/23,1/30/23,,,,,
53060,Porto Seguro,mac,Paid,1/23/23,1/24/23,,,,,
53061,Vale do Sol,ios web,Organic,1/20/23,,,,,,
53062,Vila Rica,ios web,Referral,1/7/23,1/7/23,,,,,
53063,Vila Rica,other,Paid,1/28/23,1/28/23,,,,,
53064,Vale do Sol,windows,Referral,1/29/23,1/29/23,,,,,
53065,Vila Rica,ios web,Paid,1/31/23,1/31/23,,,,,
53066,Vila Rica,mac,Referral,1/19/23,1/19/23,1/19/23,,Ford,Escape,2003.0
53067,Vale do Sol,android web,Referral,1/25/23,,,,,,
53068,Vila Rica,android web,Referral,1/17/23,1/17/23,,,,,
53069,Vila Rica,windows,Organic,1/15/23,1/18/23,1/19/23,1/19/23,Toyota,Matrix,2005.0
53070,Porto Seguro,windows,Paid,1/16/23,,,,,,
53071,Vale do Sol,android web,Paid,1/4/23,1/7/23,1/10/23,,Nissan,Maxima,2011.0
53072,Vale do Sol,ios web,Paid,1/27/23,2/2/23,,,,,
53073,Vila Rica,ios web,Referral,1/26/23,1/26/23,1/26/23,2/1/23,Jeep,Liberty,2008.0
53074,Porto Seguro,ios web,Organic,1/11/23,1/12/23,,,,,
53075,Vale do Sol,ios web,Paid,1/22/23,,,,,,
53076,Vale do Sol,android web,Paid,1/28/23,1/28/23,,,,,
53077,Vale do Sol,android web,Referral,1/19/23,,,,,,
53078,Vale do Sol,android web,Organic,1/16/23,1/16/23,1/17/23,2/9/23,Toyota,Sienna,2002.0
53079,Vale do Sol,android web,Paid,1/4/23,1/4/23,1/13/23,1/15/23,Nissan,Sentra,2013.0
53080,Vale do Sol,android web,Paid,1/29/23,,,,,,
53081,Porto Seguro,windows,Referral,1/26/23,1/26/23,2/3/23,2/5/23,Mercedes-Benz,C-Class,2013.0
53082,Vale do Sol,ios web,Paid,1/7/23,1/7/23,,,,,
53083,Porto Seguro,ios web,Paid,1/26/23,1/27/23,,,,,
53084,Vila Rica,windows,Referral,1/13/23,,,,,,
53085,Vale do Sol,windows,Paid,1/29/23,,,,,,
53086,Vale do Sol,android web,Paid,1/16/23,1/18/23,,,,,
53087,Vila Rica,ios web,Paid,1/30/23,2/7/23,,,,,
53088,Vale do Sol,android web,Referral,1/3/23,1/7/23,,,,,
53089,Vale do Sol,mac,Referral,1/30/23,1/30/23,,,,,
53090,Vila Rica,windows,Paid,1/6/23,1/12/23,1/13/23,,Dodge,Charger,2010.0
53091,Porto Seguro,android web,Referral,1/25/23,1/25/23,,,,,
53092,Porto Seguro,other,Paid,1/29/23,1/31/23,2/6/23,,Scion,xD,2008.0
53093,Vale do Sol,android web,Paid,1/16/23,1/18/23,,,,,
53094,Vila Rica,ios web,Paid,1/30/23,,,,,,
53095,Vale do Sol,ios web,Organic,1/5/23,1/6/23,1/7/23,1/20/23,Nissan,Altima,2013.0
53096,Vale do Sol,android web,Paid,1/23/23,1/24/23,1/24/23,,Ford,Escape,2016.0
53097,Vale do Sol,other,Paid,1/20/23,1/21/23,1/21/23,1/21/23,Ford,Escape Hybrid,2014.0
53098,Vale do Sol,ios web,Referral,1/31/23,1/31/23,2/1/23,2/1/23,Lexus,RX,2012.0
53099,Vila Rica,ios web,Referral,1/10/23,,,,,,
53100,Porto Seguro,ios web,Organic,1/6/23,1/8/23,,,,,
53101,Porto Seguro,ios web,Organic,1/11/23,1/11/23,1/25/23,,Toyota,Prius V,2006.0
53102,Porto Seguro,other,Paid,1/10/23,1/12/23,1/13/23,,Lexus,GS Hybrid,2006.0
53103,Vale do Sol,mac,Referral,1/8/23,1/9/23,1/9/23,1/12/23,Toyota,Corolla,2016.0
53104,Vila Rica,mac,Paid,1/28/23,,,,,,
53105,Vale do Sol,android web,Paid,1/21/23,1/23/23,1/30/23,1/30/23,Hyundai,Elantra,2013.0
53106,Vila Rica,ios web,Paid,1/20/23,1/22/23,,,,,
53107,Vale do Sol,android web,Referral,1/25/23,1/26/23,1/29/23,2/17/23,Chevrolet,Cruze,2016.0
53108,Porto Seguro,ios web,Paid,1/2/23,,,,,,
53109,Vila Rica,windows,Referral,1/6/23,1/6/23,,,,,
53110,Porto Seguro,windows,Paid,1/29/23,2/2/23,,,,,
53111,Vale do Sol,android web,Organic,1/22/23,1/24/23,1/26/23,,Chevrolet,Sonic,2013.0
53112,Vale do Sol,android web,Organic,1/27/23,1/31/23,,,,,
53113,Vila Rica,windows,Paid,1/21/23,1/25/23,,,,,
53114,Vale do Sol,other,Paid,1/23/23,,,,,,
53115,Vale do Sol,windows,Organic,1/24/23,1/26/23,,,,,
53116,Vale do Sol,ios web,Paid,1/12/23,,,,,,
53117,Porto Seguro,ios web,Referral,1/30/23,1/30/23,2/3/23,,Toyota,Prius,2005.0
53118,Vale do Sol,android web,Paid,1/1/23,1/1/23,1/1/23,,Mercedes-Benz,E-Class,2006.0
53119,Vila Rica,ios web,Organic,1/24/23,1/25/23,,,,,
53120,Porto Seguro,mac,Paid,1/26/23,1/26/23,1/26/23,4/12/23,Dodge,Charger,2010.0
53121,Vale do Sol,android web,Referral,1/15/23,,,,,,
53122,Vila Rica,ios web,Referral,1/30/23,1/30/23,2/1/23,,Toyota,Corolla,2016.0
53123,Vale do Sol,ios web,Referral,1/10/23,1/10/23,1/20/23,,Honda,Odyssey,2002.0
53124,Vila Rica,mac,Paid,1/23/23,,,,,,
53125,Porto Seguro,windows,Paid,1/3/23,,,,,,
53126,Vale do Sol,android web,Paid,1/19/23,1/21/23,1/23/23,,Volkswagen,Jetta,2009.0
53127,Vale do Sol,mac,Paid,1/27/23,1/27/23,1/31/23,,Subaru,Legacy,2005.0
53128,Vale do Sol,mac,Paid,1/16/23,1/22/23,,,,,
53129,Porto Seguro,android web,Referral,1/17/23,1/17/23,,,,,
53130,Vale do Sol,android web,Paid,1/5/23,1/7/23,1/12/23,1/15/23,Honda,Civic Hybrid,2008.0
53131,Vale do Sol,ios web,Paid,1/15/23,1/21/23,,,,,
53132,Vila Rica,android web,Organic,1/7/23,1/9/23,,,,,
53133,Porto Seguro,ios web,Organic,1/13/23,1/13/23,,,,,
53134,Vale do Sol,ios web,Referral,1/11/23,1/12/23,1/22/23,1/23/23,Lincoln,Town Car,2007.0
53135,Vale do Sol,android web,Referral,1/28/23,1/30/23,2/1/23,2/5/23,Honda,Accord,2016.0
53136,Vila Rica,ios web,Paid,1/6/23,1/10/23,,,,,
53137,Vale do Sol,android web,Referral,1/9/23,1/9/23,,,,,
53138,Porto Seguro,other,Referral,1/18/23,1/18/23,1/24/23,1/29/23,Honda,Civic,2015.0
53139,Vila Rica,ios web,Referral,1/2/23,1/5/23,,,,,
53140,Porto Seguro,android web,Paid,1/2/23,1/5/23,1/6/23,,Toyota,4Runner,2005.0
53141,Vale do Sol,mac,Referral,1/7/23,1/7/23,1/9/23,,Mazda,MAZDA3,2014.0
53142,Vale do Sol,ios web,Paid,1/17/23,,,,,,
53143,Porto Seguro,mac,Referral,1/24/23,,,,,,
53144,Vila Rica,windows,Paid,1/22/23,1/24/23,,,,,
53145,Vila Rica,mac,Referral,1/24/23,,,,,,
53146,Vale do Sol,ios web,Paid,1/22/23,,,,,,
53147,Porto Seguro,mac,Paid,1/1/23,,,,,,
53148,Vale do Sol,windows,Referral,1/21/23,1/23/23,2/3/23,2/5/23,Hyundai,Accent,2012.0
53149,Vila Rica,ios web,Organic,1/27/23,1/29/23,,,,,
53150,Vila Rica,ios web,Referral,1/14/23,1/16/23,,,,,
53151,Porto Seguro,android web,Paid,1/24/23,,,,,,
53152,Porto Seguro,windows,Organic,1/7/23,1/8/23,1/25/23,1/25/23,Ford,Fusion,2012.0
53153,Vale do Sol,ios web,Referral,1/26/23,1/26/23,,,,,
53154,Porto Seguro,android web,Referral,1/19/23,1/21/23,1/27/23,2/12/23,Toyota,Prius V,2015.0
53155,Vale do Sol,mac,Referral,1/30/23,,,,,,
53156,Vila Rica,windows,Paid,1/5/23,,,,,,
53157,Porto Seguro,ios web,Referral,1/24/23,1/27/23,1/31/23,,Honda,Civic,2004.0
53158,Vale do Sol,other,Organic,1/7/23,,,,,,
53159,Vale do Sol,android web,Referral,1/2/23,1/3/23,1/3/23,1/13/23,Nissan,Versa,2015.0
53160,Vale do Sol,ios web,Referral,1/21/23,1/30/23,2/2/23,,Toyota,Prius,2015.0
53161,Vale do Sol,mac,Paid,1/11/23,,,,,,
53162,Vale do Sol,ios web,Paid,1/22/23,1/22/23,1/24/23,1/25/23,Honda,Civic,2012.0
53163,Vale do Sol,other,Organic,1/21/23,,,,,,
53164,Vale do Sol,windows,Paid,1/8/23,1/8/23,,,,,
53165,Vila Rica,android web,Referral,1/21/23,1/22/23,1/31/23,,Jeep,Grand Cherokee,2014.0
53166,Vale do Sol,other,Organic,1/16/23,,,,,,
53167,Vila Rica,mac,Referral,1/9/23,,,,,,
53168,Vale do Sol,mac,Referral,1/19/23,1/20/23,1/20/23,1/28/23,Nissan,Pathfinder,2013.0
53169,Vale do Sol,android web,Paid,1/19/23,1/21/23,1/24/23,,Chevrolet,Equinox,2012.0
53170,Vila Rica,ios web,Paid,1/25/23,1/25/23,,,,,
53171,Vale do Sol,ios web,Paid,1/21/23,,,,,,
53172,Vila Rica,mac,Paid,1/17/23,1/21/23,,,,,
53173,Vila Rica,android web,Referral,1/18/23,1/25/23,,,,,
53174,Porto Seguro,other,Paid,1/9/23,1/13/23,,,,,
53175,Vila Rica,ios web,Organic,1/8/23,,,,,,
53176,Vila Rica,ios web,Organic,1/15/23,,,,,,
53177,Vila Rica,android web,Organic,1/19/23,,,,,,
53178,Vale do Sol,android web,Organic,1/13/23,,,,,,
53179,Vila Rica,ios web,Referral,1/2/23,1/2/23,1/4/23,1/5/23,Volkswagen,CC,2014.0
53180,Vale do Sol,android web,Paid,1/27/23,1/27/23,1/28/23,,Honda,CR-V,2011.0
53181,Porto Seguro,android web,Referral,1/1/23,1/2/23,,,,,
53182,Vale do Sol,android web,Referral,1/13/23,1/13/23,1/13/23,,Toyota,Prius V,2005.0
53183,Vale do Sol,mac,Paid,1/22/23,,,,,,
53184,Vila Rica,windows,Paid,1/25/23,1/27/23,1/31/23,3/14/23,Nissan,Altima,2015.0
53185,Vale do Sol,ios web,Organic,1/3/23,1/4/23,,,,,
53186,Porto Seguro,other,Organic,1/11/23,1/12/23,,,,,
53187,Porto Seguro,ios web,Paid,1/10/23,1/22/23,1/24/23,,Ford,Fusion,2013.0
53188,Vila Rica,mac,Referral,1/1/23,,,,,,
53189,Vila Rica,windows,Referral,1/23/23,1/24/23,,,,,
53190,Vila Rica,ios web,Paid,1/20/23,1/20/23,,,,,
53191,Vale do Sol,android web,Organic,1/10/23,1/10/23,,,,,
53192,Vale do Sol,other,Referral,1/30/23,1/30/23,,,,,
53193,Vila Rica,ios web,Referral,1/4/23,,,,,,
53194,Porto Seguro,ios web,Referral,1/1/23,1/1/23,1/13/23,1/15/23,Volkswagen,Passat,2013.0
53195,Vale do Sol,windows,Referral,1/13/23,1/20/23,1/23/23,1/23/23,Volkswagen,Tiguan,2013.0
53196,Vale do Sol,ios web,Paid,1/27/23,,,,,,
53197,Porto Seguro,ios web,Organic,1/19/23,1/22/23,1/29/23,,Kia,Optima,2013.0
53198,Vila Rica,other,Paid,1/9/23,1/9/23,1/11/23,1/18/23,Chevrolet,Sonic,2015.0
53199,Vale do Sol,mac,Paid,1/21/23,,,,,,
53200,Porto Seguro,android web,Referral,1/30/23,2/2/23,,,,,
53201,Vale do Sol,windows,Organic,1/14/23,,,,,,
53202,Vila Rica,ios web,Referral,1/13/23,,,,,,
53203,Vale do Sol,other,Organic,1/11/23,1/11/23,1/12/23,,GMC,Yukon,2003.0
53204,Vale do Sol,android web,Organic,1/10/23,1/12/23,,,,,
53205,Porto Seguro,ios web,Organic,1/19/23,1/21/23,,,,,
53206,Vale do Sol,ios web,Paid,1/30/23,1/31/23,2/14/23,,Lexus,GS Hybrid,2007.0
53207,Vila Rica,android web,Paid,1/29/23,1/29/23,,,,,
53208,Vale do Sol,other,Paid,1/2/23,1/5/23,1/18/23,1/18/23,Kia,Soul,2014.0
53209,Vale do Sol,ios web,Organic,1/4/23,1/8/23,,,,,
53210,Vale do Sol,mac,Referral,1/22/23,1/24/23,1/27/23,1/29/23,Toyota,Corolla,2016.0
53211,Vila Rica,ios web,Organic,1/11/23,1/13/23,,,,,
53212,Vila Rica,ios web,Paid,1/24/23,1/25/23,,,,,
53213,Vila Rica,mac,Referral,1/9/23,1/9/23,,,,,
53214,Porto Seguro,windows,Referral,1/16/23,1/16/23,1/20/23,1/28/23,Volkswagen,Jetta SportWagen,2012.0
53215,Vale do Sol,windows,Organic,1/11/23,1/11/23,,,,,
53216,Vale do Sol,other,Paid,1/31/23,,,,,,
53217,Porto Seguro,android web,Paid,1/29/23,1/30/23,,,,,
53218,Vale do Sol,android web,Referral,1/9/23,1/11/23,,,,,
53219,Porto Seguro,ios web,Referral,1/12/23,1/13/23,1/15/23,1/22/23,Nissan,Murano,2014.0
53220,Porto Seguro,other,Paid,1/24/23,,,,,,
53221,Vale do Sol,android web,Referral,1/13/23,1/13/23,1/15/23,1/22/23,Lexus,CT,2015.0
53222,Vale do Sol,other,Paid,1/29/23,1/30/23,,,,,
53223,Vila Rica,mac,Referral,1/2/23,,,,,,
53224,Vila Rica,windows,Paid,1/18/23,1/19/23,1/25/23,,Honda,CR-V,2007.0
53225,Vila Rica,android web,Referral,1/3/23,1/4/23,,,,,
53226,Vila Rica,mac,Organic,1/5/23,1/6/23,1/6/23,1/8/23,Saturn,VUE,2007.0
53227,Vila Rica,windows,Organic,1/1/23,,,,,,
53228,Vale do Sol,mac,Organic,1/26/23,,,,,,
53229,Vale do Sol,mac,Referral,1/31/23,2/1/23,2/1/23,,Toyota,Prius,2014.0
53230,Vale do Sol,windows,Paid,1/16/23,1/17/23,,,,,
53231,Vale do Sol,ios web,Paid,1/11/23,1/11/23,1/11/23,,BMW,7-series,2013.0
53232,Vila Rica,ios web,Referral,1/1/23,1/1/23,,,,,
53233,Vila Rica,android web,Referral,1/17/23,,,,,,
53234,Vila Rica,android web,Organic,1/3/23,,,,,,
53235,Vila Rica,ios web,Paid,1/8/23,1/10/23,1/10/23,,Honda,Odyssey,2006.0
53236,Porto Seguro,ios web,Paid,1/10/23,,,,,,
53237,Vila Rica,android web,Referral,1/20/23,1/22/23,,,,,
53238,Vila Rica,windows,Referral,1/26/23,,,,,,
53239,Vale do Sol,windows,Paid,1/7/23,,,,,,
53240,Porto Seguro,mac,Organic,1/31/23,,,,,,
53241,Porto Seguro,android web,Paid,1/9/23,1/13/23,1/13/23,,Honda,Fit,2013.0
53242,Vale do Sol,ios web,Paid,1/13/23,1/13/23,1/14/23,,Toyota,Prius C,2014.0
53243,Porto Seguro,windows,Paid,1/2/23,1/2/23,1/4/23,,Kia,Rio,2014.0
53244,Vale do Sol,mac,Paid,1/21/23,1/22/23,,,,,
53245,Vila Rica,ios web,Referral,1/7/23,,,,,,
53246,Vale do Sol,mac,Paid,1/27/23,,,,,,
53247,Vale do Sol,android web,Paid,1/31/23,2/1/23,,,,,
53248,Vale do Sol,windows,Referral,1/12/23,,,,,,
53249,Vale do Sol,other,Referral,1/28/23,1/30/23,2/3/23,2/15/23,Toyota,Prius V,2015.0
53250,Vila Rica,other,Referral,1/8/23,1/8/23,,,,,
53251,Porto Seguro,android web,Paid,1/25/23,,,,,,
53252,Vila Rica,ios web,Organic,1/20/23,1/21/23,1/29/23,,Nissan,Maxima,2003.0
53253,Porto Seguro,windows,Organic,1/3/23,1/4/23,1/6/23,,Hyundai,Elantra,2017.0
53254,Vila Rica,ios web,Referral,1/7/23,,,,,,
53255,Vale do Sol,windows,Referral,1/6/23,,,,,,
53256,Porto Seguro,windows,Referral,1/25/23,,,,,,
53257,Vale do Sol,windows,Organic,1/14/23,1/14/23,1/18/23,1/24/23,Subaru,Outback,2012.0
53258,Vale do Sol,windows,Organic,1/28/23,1/28/23,2/9/23,,Nissan,Xterra,2012.0
53259,Vale do Sol,windows,Organic,1/20/23,1/25/23,1/30/23,1/31/23,Toyota,Prius V,2016.0
53260,Vale do Sol,ios web,Paid,1/9/23,1/11/23,1/20/23,2/3/23,Honda,CR-V,2003.0
53261,Vale do Sol,windows,Paid,1/20/23,1/21/23,,,,,
53262,Vale do Sol,ios web,Organic,1/1/23,1/2/23,,,,,
53263,Vila Rica,android web,Referral,1/23/23,1/23/23,,,,,
53264,Vale do Sol,ios web,Paid,1/29/23,,,,,,
53265,Vale do Sol,android web,Paid,1/17/23,1/17/23,,,,,
53266,Porto Seguro,ios web,Paid,1/25/23,1/25/23,1/26/23,,Nissan,Versa,2012.0
53267,Vale do Sol,android web,Organic,1/18/23,,,,,,
53268,Vila Rica,android web,Paid,1/6/23,1/6/23,,,,,
53269,Vale do Sol,android web,Referral,1/10/23,,,,,,
53270,Vale do Sol,android web,Paid,1/22/23,1/23/23,1/23/23,,Acura,TLX,2006.0
53271,Vila Rica,windows,Referral,1/2/23,,,,,,
53272,Vila Rica,other,Paid,1/6/23,,,,,,
53273,Porto Seguro,android web,Referral,1/24/23,1/24/23,,,,,
53274,Vale do Sol,windows,Paid,1/10/23,,,,,,
53275,Porto Seguro,android web,Paid,1/8/23,1/9/23,1/14/23,,Volkswagen,Jetta,2016.0
53276,Vila Rica,other,Paid,1/31/23,,,,,,
53277,Vale do Sol,android web,Organic,1/20/23,1/20/23,1/21/23,,Toyota,Sienna,2007.0
53278,Porto Seguro,windows,Referral,1/3/23,1/5/23,,,,,
53279,Porto Seguro,android web,Paid,1/27/23,1/28/23,,,,,
53280,Vila Rica,android web,Referral,1/13/23,,,,,,
53281,Vale do Sol,ios web,Referral,1/14/23,1/14/23,1/19/23,1/20/23,Chevrolet,Tahoe,2013.0
53282,Vila Rica,other,Organic,1/20/23,1/25/23,1/27/23,,Mercedes-Benz,C-Class,2012.0
53283,Porto Seguro,ios web,Referral,1/5/23,,,,,,
53284,Vale do Sol,ios web,Paid,1/28/23,1/29/23,1/30/23,2/1/23,Toyota,Camry,2014.0
53285,Vale do Sol,android web,Paid,1/8/23,,,,,,
53286,Vale do Sol,windows,Paid,1/23/23,,,,,,
53287,Porto Seguro,android web,Organic,1/3/23,1/3/23,,,,,
53288,Vale do Sol,ios web,Referral,1/24/23,1/27/23,1/27/23,,Hyundai,Accent,2015.0
53289,Vale do Sol,ios web,Referral,1/25/23,1/25/23,1/26/23,1/28/23,Volvo,S80,2004.0
53290,Porto Seguro,ios web,Paid,1/3/23,,,,,,
53291,Vale do Sol,android web,Paid,1/17/23,,,,,,
53292,Vila Rica,windows,Organic,1/16/23,,,,,,
53293,Porto Seguro,ios web,Organic,1/21/23,1/25/23,1/27/23,2/2/23,Toyota,Highlander,2013.0
53294,Porto Seguro,android web,Referral,1/1/23,1/1/23,,,,,
53295,Porto Seguro,android web,Organic,1/22/23,,,,,,
53296,Porto Seguro,android web,Organic,1/15/23,,,,,,
53297,Vale do Sol,android web,Paid,1/6/23,,,,,,
53298,Vale do Sol,android web,Referral,1/5/23,1/6/23,,,,,
53299,Vale do Sol,android web,Organic,1/11/23,1/11/23,1/12/23,,Chevrolet,Malibu,2015.0
53300,Vila Rica,ios web,Paid,1/9/23,,,,,,
53301,Porto Seguro,android web,Paid,1/19/23,1/24/23,2/5/23,,Kia,Optima,2015.0
53302,Porto Seguro,windows,Referral,1/2/23,1/3/23,,,,,
53303,Vale do Sol,ios web,Organic,1/5/23,1/5/23,1/6/23,1/9/23,Nissan,Rogue,2011.0
53304,Vale do Sol,ios web,Paid,1/30/23,,,,,,
53305,Vila Rica,mac,Referral,1/26/23,1/27/23,,,,,
53306,Vale do Sol,ios web,Referral,1/19/23,,,,,,
53307,Vale do Sol,mac,Paid,1/11/23,1/12/23,,,,,
53308,Vale do Sol,ios web,Paid,1/8/23,1/8/23,,,,,
53309,Vale do Sol,android web,Organic,1/1/23,1/5/23,,,,,
53310,Vale do Sol,android web,Paid,1/30/23,1/31/23,1/31/23,,Hyundai,Sonata,2014.0
53311,Vale do Sol,mac,Referral,1/5/23,,,,,,
53312,Vale do Sol,windows,Paid,1/7/23,1/11/23,,,,,
53313,Vale do Sol,mac,Organic,1/19/23,,,,,,
53314,Vila Rica,mac,Paid,1/30/23,1/30/23,,,,,
53315,Vila Rica,ios web,Referral,1/25/23,,,,,,
53316,Vale do Sol,ios web,Organic,1/4/23,1/8/23,,,,,
53317,Vila Rica,ios web,Paid,1/22/23,,,,,,
53318,Vila Rica,other,Organic,1/28/23,,,,,,
53319,Vale do Sol,mac,Paid,1/26/23,1/30/23,1/31/23,,Volkswagen,Jetta,2011.0
53320,Vila Rica,android web,Referral,1/11/23,,,,,,
53321,Vale do Sol,ios web,Referral,1/21/23,,,,,,
53322,Vale do Sol,ios web,Paid,1/9/23,1/13/23,,,,,
53323,Vila Rica,mac,Paid,1/8/23,,,,,,
53324,Porto Seguro,android web,Organic,1/13/23,1/13/23,1/18/23,1/24/23,Honda,Accord,2014.0
53325,Vale do Sol,mac,Organic,1/31/23,2/2/23,2/2/23,2/2/23,Toyota,Prius V,2014.0
53326,Vale do Sol,ios web,Organic,1/14/23,1/15/23,,,,,
53327,Vila Rica,android web,Paid,1/26/23,1/27/23,,,,,
53328,Vila Rica,mac,Referral,1/19/23,1/22/23,,,,,
53329,Porto Seguro,android web,Referral,1/9/23,1/9/23,1/14/23,,Toyota,Corolla,2016.0
53330,Vila Rica,mac,Paid,1/8/23,,,,,,
53331,Vale do Sol,windows,Organic,1/7/23,1/8/23,,,,,
53332,Porto Seguro,other,Referral,1/4/23,1/7/23,,,,,
53333,Vale do Sol,android web,Referral,1/18/23,1/21/23,,,,,
53334,Porto Seguro,ios web,Paid,1/22/23,1/22/23,,,,,
53335,Vila Rica,android web,Referral,1/30/23,1/31/23,2/1/23,2/1/23,Mercedes-Benz,E-Class,2015.0
53336,Vale do Sol,windows,Referral,1/11/23,1/17/23,1/17/23,,Toyota,Matrix,2009.0
53337,Vila Rica,mac,Referral,1/28/23,,,,,,
53338,Vale do Sol,android web,Referral,1/21/23,,,,,,
53339,Vale do Sol,android web,Paid,1/10/23,1/11/23,,,,,
53340,Porto Seguro,ios web,Paid,1/19/23,1/19/23,1/19/23,,Audi,Q3,2015.0
53341,Porto Seguro,ios web,Referral,1/4/23,1/7/23,,,,,
53342,Vale do Sol,ios web,Paid,1/15/23,1/20/23,,,,,
53343,Porto Seguro,other,Paid,1/7/23,1/9/23,,,,,
53344,Porto Seguro,ios web,Paid,1/3/23,1/5/23,,,,,
53345,Vale do Sol,ios web,Organic,1/24/23,1/28/23,,,,,
53346,Vila Rica,ios web,Organic,1/29/23,1/29/23,,,,,
53347,Porto Seguro,mac,Referral,1/8/23,1/8/23,1/11/23,,Hyundai,Accent,2009.0
53348,Vila Rica,android web,Paid,1/30/23,,,,,,
53349,Porto Seguro,ios web,Paid,1/14/23,,,,,,
53350,Vale do Sol,other,Paid,1/23/23,1/26/23,,,,,
53351,Vale do Sol,android web,Referral,1/9/23,1/10/23,1/11/23,1/18/23,Kia,Optima,2009.0
53352,Vale do Sol,ios web,Paid,1/29/23,,,,,,
53353,Vale do Sol,ios web,Organic,1/28/23,,,,,,
53354,Porto Seguro,ios web,Referral,1/3/23,1/5/23,1/7/23,,Toyota,Prius,2004.0
53355,Vale do Sol,ios web,Referral,1/21/23,,,,,,
53356,Vale do Sol,windows,Referral,1/18/23,,,,,,
53357,Vale do Sol,android web,Referral,1/22/23,,,,,,
53358,Vale do Sol,windows,Paid,1/6/23,1/6/23,,,,,
53359,Vila Rica,ios web,Paid,1/22/23,1/26/23,1/28/23,1/28/23,Toyota,Prius,2007.0
53360,Vila Rica,android web,Organic,1/9/23,1/13/23,,,,,
53361,Vila Rica,windows,Paid,1/20/23,,,,,,
53362,Porto Seguro,ios web,Paid,1/17/23,,,,,,
53363,Vale do Sol,ios web,Paid,1/31/23,1/31/23,,,,,
53364,Porto Seguro,ios web,Organic,1/26/23,1/26/23,,,,,
53365,Vale do Sol,windows,Referral,1/16/23,,,,,,
53366,Vila Rica,windows,Paid,1/14/23,,,,,,
53367,Vale do Sol,other,Paid,1/16/23,,,,,,
53368,Porto Seguro,ios web,Paid,1/7/23,1/9/23,1/11/23,,Ford,Fusion,2012.0
53369,Vale do Sol,other,Organic,1/15/23,,,,,,
53370,Vila Rica,mac,Paid,1/1/23,1/1/23,1/5/23,,Hyundai,Elantra,2016.0
53371,Vale do Sol,mac,Referral,1/1/23,,,,,,
53372,Vale do Sol,android web,Paid,1/8/23,1/9/23,1/13/23,,Honda,Civic,2004.0
53373,Vila Rica,android web,Organic,1/31/23,1/31/23,,,,,
53374,Vale do Sol,ios web,Referral,1/1/23,1/2/23,,,,,
53375,Vale do Sol,android web,Organic,1/12/23,,,,,,
53376,Vale do Sol,android web,Referral,1/22/23,1/23/23,1/23/23,2/9/23,Toyota,Avalon,2007.0
53377,Vale do Sol,mac,Referral,1/31/23,1/31/23,2/1/23,,Nissan,Versa,2008.0
53378,Vila Rica,android web,Organic,1/10/23,,,,,,
53379,Vale do Sol,ios web,Paid,1/17/23,,,,,,
53380,Vale do Sol,android web,Paid,1/31/23,2/4/23,,,,,
53381,Porto Seguro,other,Referral,1/9/23,,,,,,
53382,Porto Seguro,ios web,Referral,1/11/23,,,,,,
53383,Vale do Sol,other,Paid,1/26/23,1/27/23,2/11/23,,Toyota,RAV4,2011.0
53384,Vale do Sol,ios web,Paid,1/29/23,,,,,,
53385,Vale do Sol,ios web,Paid,1/12/23,1/12/23,1/21/23,1/23/23,Suzuki,Forenza,2005.0
53386,Vale do Sol,ios web,Organic,1/6/23,1/6/23,,,,,
53387,Vale do Sol,windows,Paid,1/27/23,,,,,,
53388,Vila Rica,android web,Referral,1/14/23,1/22/23,,,,,
53389,Vale do Sol,android web,Referral,1/27/23,1/28/23,,,,,
53390,Vale do Sol,ios web,Paid,1/19/23,,,,,,
53391,Vila Rica,ios web,Referral,1/29/23,,,,,,
53392,Vale do Sol,android web,Organic,1/30/23,1/30/23,1/30/23,2/12/23,Honda,CR-V,2006.0
53393,Vila Rica,ios web,Paid,1/5/23,,,,,,
53394,Vale do Sol,ios web,Paid,1/18/23,,,,,,
53395,Porto Seguro,ios web,Paid,1/1/23,1/3/23,,,,,
53396,Vila Rica,ios web,Referral,1/3/23,1/5/23,,,,,
53397,Porto Seguro,android web,Organic,1/4/23,,,,,,
53398,Vale do Sol,windows,Referral,1/3/23,1/5/23,,,,,
